NSN,First_Name,Surname,DOB,Gender,Ethnicity,Citizenship_Status,Residency_Status,Faculty_Home,Enrolment_Status,Year_of_Study,Disability_Flag,First_in_Family
100000226,Ava,Thomas,1973-01-12,Female,Unknown/Not Stated,NZ Citizen,Domestic,Health Sciences,Enrolled,1,N,Y
1000000227,Amelia,Seu,1998-05-23,Female,Pacific Peoples,NZ Citizen,Domestic,Education,Completed,2,Y,Y
1000000228,Wei,Costa,1999-05-21,Male,Asian,International,International,Health Sciences,Withdrawn,1,Y,N
1000000229,Priya,Fitzgerald,2003-09-12,Female,Asian,International,International,Health Sciences,Completed,1,N,Y
1000000230,Lucy,Brown,1996-09-18,Female,NZ European,NZ Permanent Resident,Domestic,Foundation Studies,Withdrawn,2,N,N
1000000231,Raj,Te Hau,1988-10-28,Male,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,1,N,Y
1000000232,Alex,Wang,1984-11-08,Not Stated,Māori,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,4,N,N
1000000233,Miguel,Faleolo,2003-11-08,Male,Māori,NZ Citizen,Domestic,Business & Economics,Withdrawn,4,N,Y
1000000234,Olivia,Park,1983-01-12,Female,Other,NZ Permanent Resident,Domestic,Education,Completed,1,N,Y
1000000235,Ethan,Park,1971-05-04,Male,Māori,NZ Permanent Resident,Domestic,Arts & Social Sciences,Enrolled,4,N,N
1000000236,Olivia,Jones,1973-11-12,Female,NZ European,NZ Citizen,Domestic,Business & Economics,Completed,1,N,N
1000000237,Maria,Harris,2002-10-11,Female,Other,International,International,Business & Economics,Completed,2,N,N
1000000238,Liam,McCarthy,1975-08-16,Male,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,2,N,N
1000000239,Lucas,Walker,1996-07-08,Male,Other,NZ Citizen,Domestic,Business & Economics,Completed,2,N,N
1000000240,Hemi,Kumar,1998-01-20,Male,Asian,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,4,N,N
1000000241,Charlotte,Ngāta,1991-07-21,Female,NZ European,NZ Citizen,Domestic,Science & Technology,Enrolled,1,Y,N
1000000242,Hemi,Singh,1970-08-16,Male,Asian,NZ Permanent Resident,Domestic,Health Sciences,Enrolled,2,N,Y
1000000243,Ruby,Wang,1997-05-31,Female,Māori,NZ Citizen,Domestic,Business & Economics,Completed,1,N,N
1000000244,Ruby,Liu,1997-06-11,Female,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,N,N
1000000245,Lily,Park,1971-11-06,Female,NZ European,NZ Permanent Resident,Domestic,Science & Technology,Enrolled,2,N,N
1000000246,Priya,Tuilagi,2001-11-07,Female,Asian,NZ Permanent Resident,Domestic,Business & Economics,Enrolled,2,N,N
1000000247,Ethan,Thompson,1979-06-21,Male,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,1,N,Y
1000000248,Liam,Sato,1998-09-28,Male,Asian,International,International,Education,Enrolled,2,N,N
1000000249,Lily,Fraser,2004-10-22,Female,Asian,International,International,Arts & Social Sciences,Enrolled,2,N,Y
1000000250,Matiu,Williams,1993-05-30,Male,Unknown/Not Stated,International,International,Business & Economics,Enrolled,4,N,N
1000000251,Isabella,Faleolo,1973-11-22,Female,Other,NZ Citizen,Domestic,Business & Economics,Enrolled,3,N,N
1000000252,Miguel,Anderson,2000-09-22,Male,Asian,NZ Citizen,Domestic,Arts & Social Sciences,Withdrawn,3,N,N
1000000253,Charlotte,Li,1997-08-26,Female,Māori,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,N,N
1000000254,Teuila,Fono,1988-02-18,Female,Asian,NZ Citizen,Domestic,Science & Technology,Withdrawn,3,N,Y
1000000255,Raj,Fitzgerald,2002-04-02,Male,NZ European,NZ Citizen,Domestic,Science & Technology,Completed,2,N,N
1000000256,Mia,Fraser,1974-12-20,Female,NZ European,NZ Citizen,Domestic,Foundation Studies,Withdrawn,4,Y,Y
1000000257,Grace,Fraser,2000-02-18,Female,Asian,International,International,Business & Economics,Enrolled,2,N,N
1000000258,Blake,Sato,1972-01-17,Non-binary / Gender Diverse,NZ European,NZ Citizen,Domestic,Business & Economics,Withdrawn,1,N,Y
1000000259,William,Parata,1992-07-28,Male,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,2,N,N
1000000260,Teuila,Smith,1993-03-02,Female,Māori,NZ Permanent Resident,Domestic,Arts & Social Sciences,Completed,3,N,Y
1000000261,Fatima,Santos,1986-12-20,Female,Asian,International,International,Science & Technology,Enrolled,4,N,N
1000000262,Hine,Latu,1989-08-17,Female,NZ European,NZ Citizen,Domestic,Education,Enrolled,3,N,N
1000000263,Finn,O'Brien,1981-08-08,Male,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,1,N,Y
1000000264,Ming,Tūhoe,1996-03-17,Male,MELAA,International,International,Arts & Social Sciences,Enrolled,2,N,N
1000000265,James,Tuilagi,2000-11-08,Male,NZ European,NZ Citizen,Domestic,Education,Enrolled,3,N,Y
1000000266,Leilani,Fono,1981-01-24,Female,NZ European,NZ Permanent Resident,Domestic,Business & Economics,Enrolled,2,N,Y
1000000267,Emma,Kim,1999-07-25,Female,NZ European,NZ Permanent Resident,Domestic,Arts & Social Sciences,Enrolled,1,N,Y
1000000268,Amelia,Fraser,1996-05-28,Female,Māori,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,N,Y
1000000269,Teuila,Taylor,1998-08-28,Female,NZ European,NZ Citizen,Domestic,Foundation Studies,Enrolled,2,N,Y
1000000270,William,Jones,2006-08-20,Male,Asian,NZ Citizen,Domestic,Foundation Studies,Enrolled,4,N,Y
1000000271,Mia,Patel,1973-09-12,Female,Māori,NZ Citizen,Domestic,Business & Economics,Enrolled,3,N,N
1000000272,Olivia,Walker,1994-06-28,Female,Māori,NZ Citizen,Domestic,Foundation Studies,Enrolled,2,N,Y
1000000273,Mere,Sullivan,2002-08-07,Female,Other,International,International,Arts & Social Sciences,Enrolled,1,N,Y
1000000274,Lucas,Zhang,2000-08-02,Male,Māori,NZ Citizen,Domestic,Education,Enrolled,3,N,N
1000000275,Emma,O'Brien,1995-02-25,Female,Asian,NZ Citizen,Domestic,Foundation Studies,Completed,2,N,Y
1000000276,Fatima,Taylor,1999-09-18,Female,Pacific Peoples,NZ Citizen,Domestic,Science & Technology,Enrolled,1,N,N
1000000277,Peyton,Māhaki,1978-06-18,Not Stated,NZ European,NZ Citizen,Domestic,Science & Technology,Enrolled,1,N,N
1000000278,Whina,Sullivan,1997-01-21,Female,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,2,N,Y
1000000279,Lucy,Faleolo,1993-07-21,Female,Other,International,International,Health Sciences,Withdrawn,2,N,Y
1000000280,Wei,Singh,1970-08-02,Female,NZ European,NZ Permanent Resident,Domestic,Business & Economics,Enrolled,3,N,N
1000000281,Logan,Williams,2004-02-24,Male,MELAA,International,International,Business & Economics,Enrolled,3,N,N
1000000282,Maria,Campbell,2000-11-28,Female,Pacific Peoples,NZ Permanent Resident,Domestic,Education,Enrolled,1,N,N
1000000283,Sophie,Kim,1990-10-30,Female,Other,International,International,Arts & Social Sciences,Enrolled,2,N,N
1000000284,Olivia,Taylor,1977-11-28,Female,Asian,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,3,N,Y
1000000285,Lin,Smith,2001-09-01,Female,Unknown/Not Stated,NZ Citizen,Domestic,Health Sciences,Enrolled,4,N,N
1000000286,Jack,Costa,1968-11-15,Male,Pacific Peoples,NZ Citizen,Domestic,Business & Economics,Enrolled,2,N,N
1000000287,Mei,Chen,2001-06-14,Female,MELAA,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,3,N,N
1000000288,Mason,Ngāta,1978-04-07,Male,Pacific Peoples,NZ Citizen,Domestic,Business & Economics,Enrolled,2,N,N
1000000289,Matiu,Kumar,2006-10-08,Male,Asian,NZ Citizen,Domestic,Education,Enrolled,2,N,N
1000000290,Fatima,O'Brien,1987-01-28,Female,Asian,International,International,Business & Economics,Enrolled,4,N,N
1000000291,Aisha,Campbell,1975-02-11,Female,Asian,NZ Citizen,Domestic,Business & Economics,Enrolled,1,N,N
1000000292,Ben,Stewart,1998-07-10,Male,Pacific Peoples,NZ Citizen,Domestic,Education,Completed,2,N,N
1000000293,Sione,Fraser,1980-08-01,Male,Asian,NZ Citizen,Domestic,Arts & Social Sciences,Withdrawn,1,N,N
1000000294,Mere,Tūhoe,1990-04-19,Female,Unknown/Not Stated,NZ Citizen,Domestic,Business & Economics,Enrolled,1,Y,N
1000000295,Amelia,Stewart,1972-03-22,Female,Asian,NZ Citizen,Domestic,Science & Technology,Enrolled,1,N,N
1000000296,Reece,Costa,2004-06-30,Non-binary / Gender Diverse,Asian,NZ Citizen,Domestic,Health Sciences,Enrolled,3,N,N
1000000297,Wei,O'Brien,1995-04-01,Male,NZ European,NZ Citizen,Domestic,Education,Enrolled,3,N,Y
1000000298,Matiu,Martin,1970-03-07,Male,NZ European,NZ Citizen,Domestic,Science & Technology,Enrolled,4,Y,N
1000000299,Teuila,Park,1972-01-13,Female,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,2,N,N
1000000300,Wiremu,Ioane,1999-03-21,Male,MELAA,International,International,Arts & Social Sciences,Enrolled,1,N,N
1000000301,Fatima,Ioane,1979-03-12,Female,MELAA,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,2,N,N
1000000302,Tama,Santos,1983-10-22,Male,Asian,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,N,Y
1000000303,William,Sullivan,1993-07-24,Male,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,2,N,N
1000000304,Maria,Latu,2005-05-23,Female,Asian,International,International,Business & Economics,Enrolled,1,Y,N
1000000305,Isabella,Jones,1993-07-30,Female,Asian,International,International,Education,Enrolled,3,Y,N
1000000306,Fatima,Fono,1969-06-01,Female,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Completed,2,N,Y
1000000307,Leo,Ferreira,1988-08-20,Male,NZ European,NZ Citizen,Domestic,Education,Enrolled,4,N,N
1000000308,Aisha,Li,1972-10-07,Female,Other,NZ Citizen,Domestic,Business & Economics,Enrolled,3,N,N
1000000309,Aisha,Māhaki,1995-05-12,Female,NZ European,NZ Citizen,Domestic,Business & Economics,Withdrawn,3,N,N
1000000310,Hine,Māhaki,2003-03-28,Female,Other,International,International,Arts & Social Sciences,Enrolled,1,N,N
1000000311,Aisha,Sullivan,1987-07-21,Female,Māori,NZ Citizen,Domestic,Science & Technology,Enrolled,2,N,N
1000000312,Liam,Faleolo,1984-05-04,Male,Pacific Peoples,NZ Citizen,Domestic,Education,Enrolled,2,N,N
1000000313,Oscar,Faleolo,1998-10-06,Male,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Withdrawn,2,N,N
1000000314,Wei,Māhaki,1988-10-07,Male,Asian,International,International,Arts & Social Sciences,Withdrawn,2,N,N
1000000315,Lily,Chen,1975-07-09,Female,Pacific Peoples,NZ Permanent Resident,Domestic,Arts & Social Sciences,Withdrawn,3,N,Y
1000000316,Sione,Harris,1977-01-11,Male,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Withdrawn,1,N,Y
1000000317,Lucy,Williams,2004-08-08,Female,NZ European,NZ Permanent Resident,Domestic,Foundation Studies,Enrolled,2,N,N
1000000318,Ethan,Sato,2002-10-16,Male,NZ European,NZ Citizen,Domestic,Business & Economics,Completed,1,N,N
1000000319,Logan,Martin,1993-05-31,Male,Māori,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,N,N
1000000320,Chloe,Singh,1999-09-09,Female,Asian,International,International,Business & Economics,Withdrawn,1,Y,N
1000000321,Charlotte,Thompson,1973-12-19,Female,Māori,NZ Citizen,Domestic,Business & Economics,Enrolled,1,N,N
1000000322,Henry,Singh,1997-03-18,Male,Asian,NZ Citizen,Domestic,Health Sciences,Enrolled,3,N,Y
1000000323,Lucy,O'Brien,1970-06-10,Female,NZ European,NZ Permanent Resident,Domestic,Education,Enrolled,1,N,N
1000000324,Chloe,Murphy,1969-06-26,Female,Asian,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,3,N,N
1000000325,Caleb,Zhang,1995-06-17,Male,MELAA,International,International,Education,Enrolled,4,N,N
1000000326,Whina,Māhaki,1977-03-16,Female,Other,NZ Citizen,Domestic,Education,Enrolled,2,N,Y
1000000327,Aroha,Wang,1993-07-22,Female,Asian,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,N,N
1000000328,Sione,Li,1993-12-10,Male,Māori,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,N,N
1000000329,Leo,Sullivan,2003-03-12,Male,Asian,International,International,Education,Enrolled,1,N,N
1000000330,James,Wang,2007-05-21,Male,Asian,NZ Citizen,Domestic,Education,Enrolled,2,N,Y
1000000331,Lucas,Fraser,1969-06-16,Male,Other,NZ Citizen,Domestic,Education,Withdrawn,2,N,Y
1000000332,Caleb,Santos,1992-08-29,Male,NZ European,NZ Permanent Resident,Domestic,Science & Technology,Enrolled,1,Y,Y
1000000333,Emma,Santos,2005-07-11,Female,Asian,International,International,Education,Enrolled,1,N,N
1000000334,Lily,Park,2007-02-23,Female,NZ European,NZ Citizen,Domestic,Science & Technology,Enrolled,2,N,N
1000000335,Ming,Māhaki,1979-01-01,Male,Māori,NZ Citizen,Domestic,Arts & Social Sciences,Withdrawn,3,N,N
1000000336,Hine,Wang,1992-07-28,Female,Pacific Peoples,NZ Citizen,Domestic,Business & Economics,Withdrawn,2,N,N
1000000337,Leilani,Latu,2002-09-27,Female,Other,NZ Permanent Resident,Domestic,Business & Economics,Enrolled,2,N,Y
1000000338,Leo,Māhaki,2000-03-12,Male,Asian,International,International,Science & Technology,Enrolled,2,N,Y
1000000339,Amelia,Ferreira,2004-11-02,Female,Asian,International,International,Arts & Social Sciences,Enrolled,4,N,N
1000000340,Noah,Li,1992-09-17,Male,NZ European,NZ Citizen,Domestic,Foundation Studies,Enrolled,2,N,Y
1000000341,Robin,Seu,2007-06-30,Non-binary / Gender Diverse,Pacific Peoples,NZ Citizen,Domestic,Business & Economics,Enrolled,1,N,N
1000000342,Jack,Chen,1995-10-27,Male,NZ European,NZ Citizen,Domestic,Science & Technology,Enrolled,3,N,N
1000000343,Ngaio,Faleolo,1991-09-29,Female,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,N,Y
1000000344,Ruby,McCarthy,1989-10-10,Female,Other,International,International,Arts & Social Sciences,Withdrawn,1,N,N
1000000345,Priya,Anderson,1979-01-23,Female,NZ European,NZ Citizen,Domestic,Science & Technology,Enrolled,2,N,N
1000000346,Wei,Fitzgerald,1973-04-16,Female,Unknown/Not Stated,NZ Citizen,Domestic,Education,Enrolled,1,N,N
1000000347,Priya,Harris,1996-08-15,Female,Asian,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,2,N,N
1000000348,Priya,Tuilagi,1989-09-04,Female,Pacific Peoples,NZ Citizen,Domestic,Science & Technology,Enrolled,2,N,N
1000000349,Sione,Māhaki,2002-03-22,Male,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,1,N,N
1000000350,Aisha,Harris,2001-08-06,,Other,NZ Citizen,Domestic,Business & Economics,Enrolled,1,N,N
1000000351,Grace,Seu,1976-11-16,Female,Unknown/Not Stated,NZ Citizen,Domestic,Business & Economics,Enrolled,1,N,N
1000000352,Leilani,McCarthy,1970-12-05,Female,Māori,NZ Permanent Resident,Domestic,Arts & Social Sciences,Enrolled,1,N,N
1000000353,Mia,Smith,2005-10-12,Female,Other,International,International,Science & Technology,Withdrawn,1,N,Y
1000000354,Raj,Parata,2005-09-29,Male,Asian,International,International,Arts & Social Sciences,Enrolled,2,N,Y
1000000355,Ava,McCarthy,1991-10-19,Female,Asian,NZ Permanent Resident,Domestic,Science & Technology,Completed,3,N,Y
1000000356,Mia,Thomas,1977-08-31,Female,NZ European,NZ Permanent Resident,Domestic,Business & Economics,Enrolled,2,N,Y
1000000357,Whina,Fraser,1992-07-05,Female,Asian,International,International,Business & Economics,Enrolled,2,N,Y
1000000358,Sina,Harris,2005-02-20,Female,,International,International,Education,Enrolled,2,N,N
1000000359,Lucy,Te Hau,2005-03-27,Female,Asian,International,International,Education,Withdrawn,2,N,N
1000000360,Rangi,Costa,1974-05-13,Male,NZ European,NZ Permanent Resident,Domestic,Business & Economics,Enrolled,1,N,N
1000000361,Aroha,Martin,1989-09-14,Female,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Withdrawn,1,Y,N
1000000362,Sophie,Kumar,2001-07-21,Female,Māori,NZ Citizen,Domestic,Foundation Studies,Completed,4,N,Y
1000000363,Isabella,Costa,1984-11-29,Female,Asian,NZ Permanent Resident,Domestic,Business & Economics,Enrolled,2,N,Y
1000000364,Wei,Thompson,1973-01-17,Female,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,3,N,N
1000000365,Wei,Chen,1978-07-13,Male,Asian,NZ Citizen,Domestic,Science & Technology,Enrolled,3,N,N
1000000366,Wei,Wang,1994-10-14,Male,Pacific Peoples,NZ Citizen,Domestic,Education,Withdrawn,1,N,N
1000000367,Moana,Walker,1996-06-22,Female,NZ European,NZ Citizen,Domestic,Education,Enrolled,1,N,N
1000000368,Grace,Parata,1969-06-09,Female,NZ European,NZ Permanent Resident,Domestic,Education,Completed,3,N,N
1000000369,Liam,Chen,2003-08-26,Male,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,N,N
1000000370,William,Tūhoe,1989-08-08,Male,Asian,International,International,Science & Technology,Enrolled,1,N,N
1000000371,Liam,Anderson,1997-04-07,Male,Māori,NZ Citizen,Domestic,Education,Enrolled,3,N,N
1000000372,Liam,Seu,1987-03-10,Male,Asian,International,International,Science & Technology,Enrolled,3,N,Y
1000000373,Lucas,O'Brien,2005-10-14,Male,Asian,International,International,Business & Economics,Completed,1,N,Y
1000000374,Wei,Park,1998-05-21,Female,NZ European,NZ Citizen,Domestic,Education,Enrolled,1,N,N
1000000375,William,Wilson,1986-11-06,Male,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Withdrawn,3,N,N
1000000376,Wiremu,Brown,1986-01-14,Male,Asian,NZ Citizen,Domestic,Education,Enrolled,4,N,N
1000000377,Rangi,Fono,1974-06-23,Male,NZ European,NZ Permanent Resident,Domestic,Foundation Studies,Enrolled,1,N,Y
1000000378,Olivia,Liu,1988-12-21,Female,NZ European,NZ Permanent Resident,Domestic,Arts & Social Sciences,Enrolled,2,N,N
1000000379,Miguel,Walker,1976-09-30,Male,NZ European,NZ Citizen,Domestic,Foundation Studies,Enrolled,2,N,N
1000000380,Fatima,Park,2002-05-11,Female,Pacific Peoples,NZ Citizen,Domestic,Foundation Studies,Enrolled,1,N,N
1000000381,Finn,Nguyen,1997-11-25,Male,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Withdrawn,1,N,N
1000000382,Aisha,Harris,1997-07-01,Female,Asian,International,International,Business & Economics,Withdrawn,1,N,N
1000000383,Wei,Singh,1997-07-18,Male,Pacific Peoples,NZ Permanent Resident,Domestic,Arts & Social Sciences,Enrolled,2,N,Y
1000000384,Rangi,Patel,2007-06-02,Male,NZ European,NZ Citizen,Domestic,Education,Enrolled,3,N,N
1000000385,Riley,Seu,1975-09-12,Non-binary / Gender Diverse,Māori,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,2,N,N
1000000386,Lily,Martin,2006-01-10,Female,Pacific Peoples,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,N,N
1000000387,Sam,Jones,1972-02-22,Male,NZ European,NZ Citizen,Domestic,Science & Technology,Enrolled,2,N,N
1000000388,Wei,Harris,1980-02-04,Female,MELAA,NZ Citizen,Domestic,Science & Technology,Enrolled,2,N,Y
1000000389,Caleb,Walker,1980-04-29,Male,Pacific Peoples,NZ Citizen,Domestic,Education,Enrolled,1,Y,N
1000000390,Miguel,Seu,1980-12-14,Male,NZ European,NZ Permanent Resident,Domestic,Business & Economics,Withdrawn,3,N,N
1000000391,Sina,Murphy,1989-09-03,Female,Māori,NZ Citizen,Domestic,Business & Economics,Enrolled,1,N,N
1000000392,Priya,Chen,1995-12-23,Female,Māori,NZ Permanent Resident,Domestic,Arts & Social Sciences,Enrolled,1,Y,N
1000000393,William,Ngāta,2003-04-08,Male,Other,NZ Citizen,Domestic,Science & Technology,Completed,3,N,N
1000000394,Leilani,Wang,1986-12-22,Female,Māori,NZ Citizen,Domestic,Foundation Studies,Withdrawn,2,N,N
1000000395,Oliver,Santos,1988-12-20,Male,Unknown/Not Stated,International,International,Business & Economics,Enrolled,2,N,N
1000000396,Logan,Martin,1980-02-13,Male,Māori,NZ Citizen,Domestic,Foundation Studies,Enrolled,2,N,N
1000000397,Sam,Campbell,1973-05-06,Male,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,1,N,N
1000000398,Ben,Fraser,2001-05-05,Male,Asian,International,International,Science & Technology,Enrolled,2,N,N
1000000399,Sina,Martin,1985-09-25,Female,Asian,NZ Permanent Resident,Domestic,Arts & Social Sciences,Completed,1,N,N
1000000400,Peyton,McCarthy,1996-05-09,Non-binary / Gender Diverse,MELAA,NZ Citizen,Domestic,Education,Completed,1,N,Y
1000000401,Henry,Te Hau,1993-09-11,Male,Pacific Peoples,NZ Citizen,Domestic,Business & Economics,Enrolled,2,N,Y
1000000402,William,Brown,2001-04-23,Male,Asian,International,International,Education,Enrolled,1,Y,N
1000000403,Sophie,Martin,1988-09-01,Female,Pacific Peoples,NZ Permanent Resident,Domestic,Business & Economics,Enrolled,2,N,N
1000000404,Jack,Chen,1983-06-08,Male,Asian,NZ Permanent Resident,Domestic,Business & Economics,Withdrawn,1,N,Y
1000000405,Emma,Murphy,2005-05-12,Female,Asian,International,International,Arts & Social Sciences,Completed,2,N,N
1000000406,Jack,Māhaki,1973-09-23,Male,Unknown/Not Stated,NZ Permanent Resident,Domestic,Education,Enrolled,1,N,N
1000000407,Mia,Tūhoe,2007-05-07,Female,NZ European,NZ Permanent Resident,Domestic,Arts & Social Sciences,Enrolled,1,N,N
1000000408,Amir,Ngāta,2005-08-13,Male,Asian,International,International,Science & Technology,Enrolled,3,N,N
