NSN,Faculty,Citizenship_Status,Ethnicity,Gender,Year_of_Study,Disability_Flag,First_in_Family,Teaching_Score,Support_Score,Sense_of_Belonging,Admin_Experience,Retention_Likelihood,Survey_Response_Flag,Survey_Year,Free_Text_Theme
1000006429,Business & Economics,NZ Citizen,Asian,Female,2,N,N,6.9,7.9,10.0,10.0,7.8,Y,2024,Workload felt unmanageable at times
1000006023,Business & Economics,NZ Permanent Resident,NZ European,Male,3,N,N,6.0,9.1,4.6,3.8,6.1,Y,2024,Cultural events helped me feel included
1000003796,Business & Economics,NZ Citizen,NZ European,Male,1,N,Y,7.9,6.5,5.3,5.0,6.0,Y,2024,Great sense of community in my programme
1000005435,Arts & Social Sciences,NZ Citizen,NZ European,Not Stated,3,N,Y,10.0,6.8,8.1,5.4,7.4,Y,2024,Felt isolated during online delivery
1000000476,Education,NZ Citizen,NZ European,Male,2,N,N,3.9,5.1,3.2,2.0,3.4,Y,2024,Great sense of community in my programme
1000001535,Arts & Social Sciences,NZ Citizen,NZ European,Male,2,Y,Y,8.7,6.2,8.8,7.1,7.4,Y,2024,Workload felt unmanageable at times
1000003980,Business & Economics,NZ Citizen,NZ European,Female,1,N,Y,8.3,5.8,7.5,7.4,6.7,Y,2024,Cultural events helped me feel included
1000000503,Education,NZ Permanent Resident,Pacific Peoples,Male,1,N,N,5.9,7.4,6.5,6.4,6.5,Y,2024,Course content felt outdated in places
1000005468,Foundation Studies,NZ Citizen,Māori,Male,1,N,Y,8.2,7.3,4.2,5.3,4.9,Y,2024,Lecturers were approachable and knowledgeable
1000005300,Foundation Studies,NZ Citizen,Māori,Female,1,N,Y,5.8,2.8,7.7,4.8,4.5,Y,2024,Lecturers were approachable and knowledgeable
1000001620,Business & Economics,NZ Citizen,NZ European,Female,1,N,N,7.2,9.5,5.6,8.2,7.8,Y,2024,Administrative processes were confusing
1000005419,Education,NZ Citizen,NZ European,Female,1,N,N,8.7,6.6,6.4,6.1,6.9,Y,2024,Lecturers were approachable and knowledgeable
1000003323,Business & Economics,NZ Citizen,NZ European,Male,4,N,N,8.2,7.7,7.6,9.2,8.7,Y,2024,Clear pathway to employment in my field
1000004750,Health Sciences,NZ Citizen,Other,Female,3,N,N,7.0,7.6,5.4,6.3,6.5,Y,2024,Clear pathway to employment in my field
1000005498,Arts & Social Sciences,International,Asian,Female,1,N,N,9.1,6.9,5.6,2.2,6.5,Y,2024,Great sense of community in my programme
1000001354,Arts & Social Sciences,International,Unknown/Not Stated,Male,3,N,N,6.9,6.7,3.6,10.0,6.2,Y,2024,Timetabling clashes made study difficult
1000002095,Foundation Studies,NZ Permanent Resident,Pacific Peoples,Female,1,N,N,5.4,4.7,2.1,7.9,3.4,Y,2024,Timetabling clashes made study difficult
1000003859,Science & Technology,NZ Citizen,Māori,Female,3,N,N,5.6,7.0,2.0,7.7,4.3,Y,2024,Would appreciate more feedback on assessments
1000004269,Health Sciences,NZ Citizen,Other,Female,3,N,N,6.1,9.0,1.5,5.6,5.5,Y,2024,Would benefit from more career guidance
1000000585,Arts & Social Sciences,International,Asian,Female,1,N,N,7.9,5.2,6.9,9.8,7.0,Y,2024,Campus facilities are excellent
1000005004,Science & Technology,NZ Citizen,NZ European,Male,2,N,N,4.9,8.8,5.1,5.2,6.2,Y,2024,Cultural events helped me feel included
1000000324,Arts & Social Sciences,NZ Citizen,Asian,Female,3,N,N,4.6,6.7,8.2,6.9,5.7,Y,2024,Scholarship support made a real difference
1000004535,Arts & Social Sciences,NZ Citizen,NZ European,Male,4,N,N,6.6,7.5,3.1,4.3,6.2,Y,2024,Scholarship support made a real difference
1000002578,Arts & Social Sciences,International,Asian,Female,2,N,N,7.2,7.0,9.6,7.5,6.9,Y,2024,Library resources met my needs
1000005396,Business & Economics,NZ Citizen,NZ European,Male,1,N,N,6.2,7.4,7.3,5.3,6.2,Y,2024,Would appreciate more feedback on assessments
1000000622,Business & Economics,NZ Citizen,NZ European,Female,3,N,N,10.0,7.2,5.2,8.0,7.9,Y,2024,Enjoyed the hands-on learning approach
1000004618,Education,International,Other,Male,1,N,Y,7.2,8.2,3.9,7.7,6.0,Y,2024,Scholarship support made a real difference
1000004995,Arts & Social Sciences,International,Asian,Female,2,N,N,6.1,5.6,5.7,8.0,5.8,Y,2024,Support services were very helpful
1000000712,Arts & Social Sciences,NZ Citizen,Pacific Peoples,Male,1,N,N,6.3,6.9,4.1,8.7,5.4,Y,2024,Clear pathway to employment in my field
1000005790,Arts & Social Sciences,International,Asian,Female,2,N,N,8.0,6.9,3.4,7.0,6.1,Y,2024,Cultural events helped me feel included
1000002254,Arts & Social Sciences,International,Asian,Female,1,Y,Y,7.2,8.7,8.3,5.7,7.3,Y,2024,Strong industry connections in my programme
1000001509,Arts & Social Sciences,NZ Citizen,NZ European,Male,2,N,N,5.3,6.8,4.9,5.0,6.2,Y,2024,Campus facilities are excellent
1000002173,Arts & Social Sciences,NZ Citizen,,Male,3,N,Y,6.0,7.0,3.1,9.8,6.1,Y,2024,Would benefit from more career guidance
1000003707,Education,NZ Citizen,Unknown/Not Stated,Male,3,N,N,8.4,5.0,8.6,5.7,7.0,Y,2024,Support services were very helpful
1000001079,Arts & Social Sciences,NZ Citizen,MELAA,Male,3,N,N,6.1,5.4,7.8,6.8,6.6,Y,2024,Enjoyed the hands-on learning approach
1000006302,Arts & Social Sciences,NZ Permanent Resident,NZ European,Female,1,N,Y,6.8,7.1,5.7,10.0,7.4,Y,2024,Workload felt unmanageable at times
1000006333,Arts & Social Sciences,NZ Citizen,NZ European,Female,3,N,N,8.7,4.9,10.0,8.2,8.1,Y,2024,Support services were very helpful
1000000263,Business & Economics,NZ Citizen,NZ European,Male,1,N,Y,7.3,6.4,6.1,7.0,6.7,Y,2024,Workload felt unmanageable at times
1000000208,Arts & Social Sciences,International,Asian,Female,2,N,N,5.5,7.6,7.7,7.7,5.9,Y,2024,Campus facilities are excellent
1000003350,Education,International,Asian,Female,1,N,N,6.4,4.7,6.5,5.5,4.6,Y,2024,Strong industry connections in my programme
1000006211,Science & Technology,NZ Permanent Resident,NZ European,Female,3,N,N,8.6,5.8,7.1,3.7,7.3,Y,2024,Course content felt outdated in places
1000003948,Arts & Social Sciences,NZ Citizen,NZ European,Female,2,N,N,6.6,6.8,10.0,9.2,7.6,Y,2024,Library resources met my needs
1000002117,Science & Technology,International,Asian,Male,2,N,N,6.2,6.4,7.0,5.5,5.8,Y,2024,Support services were very helpful
1000005023,Arts & Social Sciences,NZ Citizen,Unknown/Not Stated,Male,2,N,Y,10.0,6.4,9.7,7.0,7.9,Y,2024,Workload felt unmanageable at times
1000001022,Science & Technology,NZ Citizen,Other,Female,1,N,Y,5.8,7.6,8.3,6.4,6.1,Y,2024,Course content felt outdated in places
1000006114,Science & Technology,NZ Citizen,NZ European,Male,1,N,N,5.0,4.1,6.7,8.4,5.6,Y,2024,Strong industry connections in my programme
1000003429,Arts & Social Sciences,NZ Permanent Resident,Māori,Male,3,N,N,3.6,6.0,5.9,3.5,5.2,Y,2024,Administrative processes were confusing
1000000496,Business & Economics,International,MELAA,Male,3,N,N,7.9,7.6,6.2,7.8,7.4,Y,2024,Lecturers were approachable and knowledgeable
1000004577,Arts & Social Sciences,International,Asian,Male,4,N,N,4.9,6.8,6.5,6.3,5.0,Y,2024,Would benefit from more career guidance
1000003038,Business & Economics,International,Asian,Female,1,N,N,6.8,4.9,6.6,7.7,5.6,Y,2024,Would appreciate more feedback on assessments
1000002850,Science & Technology,NZ Citizen,NZ European,Female,1,N,N,6.1,9.0,7.1,5.9,7.4,Y,2024,Enjoyed the hands-on learning approach
1000006488,Business & Economics,International,Asian,Female,2,N,Y,4.3,6.6,9.8,6.4,5.0,Y,2024,Clear pathway to employment in my field
1000006059,Business & Economics,NZ Permanent Resident,Asian,Male,1,N,Y,4.9,7.0,5.2,8.8,5.2,Y,2024,Felt isolated during online delivery
1000006151,Education,NZ Citizen,NZ European,Female,2,N,N,5.8,2.9,6.1,5.9,4.8,Y,2024,Library resources met my needs
1000000828,Business & Economics,International,Other,Male,2,Y,Y,8.8,8.6,5.8,7.5,6.5,Y,2024,Timetabling clashes made study difficult
1000003090,Science & Technology,International,Asian,Male,3,N,Y,9.8,5.4,7.3,4.5,6.6,Y,2024,Campus facilities are excellent
1000002446,Arts & Social Sciences,NZ Citizen,Other,Male,2,N,N,7.1,6.1,9.0,5.9,6.3,Y,2024,Enjoyed the hands-on learning approach
1000000233,Business & Economics,NZ Citizen,Māori,Male,4,N,Y,6.2,7.6,6.8,4.9,5.3,Y,2024,Course content felt outdated in places
1000001149,Arts & Social Sciences,International,Unknown/Not Stated,Female,2,N,N,5.9,5.1,7.4,6.0,5.4,Y,2024,Lecturers were approachable and knowledgeable
1000001407,Education,International,Unknown/Not Stated,Female,3,N,N,6.5,5.5,4.5,4.1,5.3,Y,2024,Scholarship support made a real difference
1000005489,Education,International,Unknown/Not Stated,Male,2,N,Y,5.4,7.3,5.6,6.3,5.4,Y,2024,Clear pathway to employment in my field
1000002943,Business & Economics,NZ Citizen,Māori,Male,2,N,N,8.7,3.2,6.7,6.0,5.5,Y,2024,Enjoyed the hands-on learning approach
1000001330,Science & Technology,NZ Permanent Resident,NZ European,Non-binary / Gender Diverse,1,N,N,6.8,4.3,2.3,8.1,5.0,Y,2024,Timetabling clashes made study difficult
1000000805,Business & Economics,NZ Permanent Resident,NZ European,Male,1,N,N,6.7,4.5,4.0,6.0,5.1,Y,2024,Cultural events helped me feel included
1000006414,Science & Technology,NZ Citizen,Māori,Male,3,N,N,7.5,7.6,6.3,9.3,7.1,Y,2024,Felt isolated during online delivery
1000005044,Arts & Social Sciences,NZ Citizen,NZ European,Female,3,N,N,8.4,8.3,3.9,5.7,7.6,Y,2024,Felt isolated during online delivery
1000003904,Arts & Social Sciences,NZ Citizen,Māori,Male,2,N,N,7.5,6.6,5.4,6.8,6.4,Y,2024,Would benefit from more career guidance
1000004149,Health Sciences,NZ Citizen,NZ European,Female,3,N,N,7.6,5.9,7.5,10.0,6.7,Y,2024,Enjoyed the hands-on learning approach
1000003162,Business & Economics,NZ Permanent Resident,Asian,Male,1,N,N,7.8,5.5,7.5,6.4,7.1,Y,2024,Strong industry connections in my programme
1000005747,Business & Economics,NZ Citizen,Māori,Female,1,N,N,8.9,7.0,7.8,9.3,8.4,Y,2024,Library resources met my needs
1000004303,Arts & Social Sciences,NZ Citizen,NZ European,Female,1,N,Y,5.1,5.0,6.8,6.3,5.7,Y,2024,Cultural events helped me feel included
1000001195,Arts & Social Sciences,NZ Citizen,NZ European,Male,4,Y,Y,4.3,7.9,6.5,5.9,4.5,Y,2024,Clear pathway to employment in my field
1000002934,Arts & Social Sciences,NZ Citizen,NZ European,Male,1,N,Y,7.7,3.9,6.6,6.1,5.8,Y,2024,Library resources met my needs
1000001743,Arts & Social Sciences,NZ Citizen,NZ European,Female,1,N,N,5.8,5.5,8.8,7.3,6.4,Y,2024,English language support was invaluable
1000004763,Education,NZ Citizen,NZ European,Male,2,N,Y,7.3,4.8,7.2,3.0,5.7,Y,2024,Library resources met my needs
1000003491,Health Sciences,NZ Permanent Resident,NZ European,Male,1,N,Y,10.0,5.2,6.3,9.7,7.2,Y,2024,Scholarship support made a real difference
1000006395,Arts & Social Sciences,International,Asian,Male,4,N,N,7.1,6.3,6.5,6.1,6.0,Y,2024,Cultural events helped me feel included
000005379,Arts & Social Sciences,NZ Citizen,Pacific Peoples,Male,1,N,Y,7.4,5.9,3.0,7.0,4.9,Y,2024,Would appreciate more feedback on assessments
1000004357,Foundation Studies,NZ Citizen,Māori,Female,3,N,Y,4.6,4.4,8.4,7.5,5.2,Y,2024,Strong industry connections in my programme
1000003103,Foundation Studies,NZ Citizen,NZ European,Male,3,N,N,5.3,2.8,4.0,5.3,4.1,Y,2024,Felt isolated during online delivery
1000005351,Health Sciences,NZ Citizen,NZ European,Female,1,N,N,6.8,10.0,3.4,6.7,6.6,Y,2024,Would appreciate more feedback on assessments
1000004412,Business & Economics,NZ Citizen,NZ European,Male,1,N,Y,6.6,6.9,2.3,6.7,5.5,Y,2024,Scholarship support made a real difference
1000006063,Health Sciences,NZ Permanent Resident,NZ European,Female,4,N,N,7.9,8.6,6.2,5.2,6.5,Y,2024,Clear pathway to employment in my field
1000003905,Business & Economics,NZ Citizen,Asian,Female,1,N,N,8.2,6.5,4.7,6.5,6.5,Y,2024,Timetabling clashes made study difficult
1000002464,Science & Technology,International,Other,Female,1,N,N,6.3,7.9,3.9,3.6,6.3,Y,2024,Administrative processes were confusing
1000003337,Arts & Social Sciences,International,Asian,Male,3,N,N,8.4,6.5,4.4,6.4,6.1,Y,2024,Enjoyed the hands-on learning approach
1000004896,Education,NZ Citizen,Other,Female,2,N,Y,7.6,7.0,3.9,5.3,5.6,Y,2024,Great sense of community in my programme
1000006189,Education,NZ Citizen,Māori,Female,2,N,Y,7.3,6.0,6.3,9.1,6.6,Y,2024,Felt isolated during online delivery
1000001339,Arts & Social Sciences,International,Other,Male,1,N,N,5.7,5.4,6.7,8.0,5.3,Y,2024,Would appreciate more feedback on assessments
1000005046,Science & Technology,NZ Citizen,NZ European,Male,2,N,N,6.1,6.0,8.5,7.5,7.4,Y,2024,Workload felt unmanageable at times
1000003185,Business & Economics,International,Unknown/Not Stated,Female,2,N,N,10.0,5.1,6.1,4.8,6.0,Y,2024,Clear pathway to employment in my field
1000001740,Health Sciences,NZ Permanent Resident,NZ European,Male,2,N,N,6.0,6.8,4.3,7.9,5.8,Y,2024,Would benefit from more career guidance
1000001219,Science & Technology,NZ Permanent Resident,NZ European,Non-binary / Gender Diverse,1,N,N,10.0,6.2,6.6,3.8,7.9,Y,2024,Clear pathway to employment in my field
1000005288,Education,NZ Citizen,Māori,Male,1,N,Y,9.2,7.8,3.5,4.2,6.4,Y,2024,Library resources met my needs
1000000037,Science & Technology,NZ Citizen,NZ European,Female,2,N,N,3.6,5.3,7.7,8.6,6.1,Y,2024,Would benefit from more career guidance
1000003912,Business & Economics,NZ Citizen,NZ European,Male,1,N,N,5.1,7.2,8.3,3.1,6.1,Y,2024,Course content felt outdated in places
1000006389,Education,NZ Citizen,Asian,Female,3,N,N,8.0,6.8,3.2,5.7,6.2,Y,2024,Administrative processes were confusing
1000001720,Arts & Social Sciences,International,Asian,Non-binary / Gender Diverse,3,N,Y,6.6,5.4,5.3,7.1,5.3,Y,2024,Lecturers were approachable and knowledgeable
1000003882,Science & Technology,International,Other,Female,2,N,N,4.3,7.7,6.0,8.1,4.7,Y,2024,English language support was invaluable
1000002807,Foundation Studies,NZ Permanent Resident,Unknown/Not Stated,Male,3,Y,N,6.4,5.3,6.8,5.4,5.2,Y,2024,Clear pathway to employment in my field
1000000535,Arts & Social Sciences,NZ Citizen,NZ European,Male,3,N,N,6.4,2.9,7.9,8.6,6.3,Y,2024,Scholarship support made a real difference
1000004308,Foundation Studies,NZ Citizen,NZ European,Male,3,N,N,4.8,6.4,8.0,9.3,5.9,Y,2024,Strong industry connections in my programme
1000006170,Education,NZ Permanent Resident,NZ European,Female,3,N,N,8.6,7.4,4.5,7.1,7.4,Y,2024,Support services were very helpful
1000000544,Arts & Social Sciences,NZ Permanent Resident,NZ European,Male,1,N,N,6.9,6.7,6.0,9.1,6.6,Y,2024,Administrative processes were confusing
1000001964,Foundation Studies,NZ Citizen,NZ European,Male,2,N,Y,5.2,5.3,8.1,3.5,5.1,Y,2024,Course content felt outdated in places
1000005354,Arts & Social Sciences,NZ Citizen,NZ European,Male,1,N,N,5.2,5.7,7.7,5.1,5.9,Y,2024,English language support was invaluable
1000004284,Business & Economics,NZ Citizen,Pacific Peoples,Male,1,N,Y,6.9,7.8,6.8,6.0,5.8,Y,2024,Administrative processes were confusing
1000000743,Arts & Social Sciences,International,Asian,Female,1,N,Y,7.7,4.6,8.5,6.9,6.6,Y,2024,English language support was invaluable
1000005655,Business & Economics,International,Asian,Male,3,N,N,6.8,7.1,7.6,5.1,5.8,Y,2024,Great sense of community in my programme
1000002622,Business & Economics,NZ Citizen,MELAA,Non-binary / Gender Diverse,1,N,N,4.7,7.9,9.8,9.0,6.7,Y,2024,Library resources met my needs
1000004447,Arts & Social Sciences,International,Other,Male,1,N,Y,7.8,8.6,5.5,2.5,6.1,Y,2024,Would appreciate more feedback on assessments
1000000764,Science & Technology,NZ Citizen,Māori,Male,1,N,N,4.8,7.8,7.8,4.1,5.8,Y,2024,Campus facilities are excellent
1000006079,Education,NZ Citizen,NZ European,Male,1,N,N,6.8,4.8,7.3,5.4,5.7,Y,2024,Administrative processes were confusing
1000001504,Arts & Social Sciences,NZ Citizen,NZ European,Male,2,N,N,6.0,8.0,7.6,6.1,7.2,Y,2024,Administrative processes were confusing
1000003008,Business & Economics,NZ Citizen,Unknown/Not Stated,Female,1,N,N,5.7,6.8,6.8,5.4,6.4,Y,2024,Clear pathway to employment in my field
1000004004,Arts & Social Sciences,NZ Citizen,NZ European,Male,2,N,N,5.7,7.1,7.5,1.0,6.3,Y,2024,Clear pathway to employment in my field
1000001215,Education,NZ Citizen,Māori,Male,1,N,Y,3.3,6.3,8.0,3.5,3.9,Y,2024,Would appreciate more feedback on assessments
1000001425,Business & Economics,NZ Citizen,NZ European,Female,4,N,N,8.9,6.6,4.4,5.2,6.3,Y,2024,Lecturers were approachable and knowledgeable
1000001789,Science & Technology,NZ Citizen,NZ European,Male,1,N,Y,8.2,8.1,3.4,5.5,7.0,Y,2024,Enjoyed the hands-on learning approach
1000001657,Science & Technology,NZ Citizen,NZ European,Male,2,Y,N,5.1,9.5,6.4,4.1,6.0,Y,2024,Timetabling clashes made study difficult
1000002795,Business & Economics,NZ Citizen,Māori,Male,3,N,N,5.5,6.9,3.5,5.6,5.0,Y,2024,Scholarship support made a real difference
1000005250,Education,NZ Permanent Resident,MELAA,Female,3,N,N,6.3,5.9,10.0,6.4,7.0,Y,2024,Would appreciate more feedback on assessments
1000000378,Arts & Social Sciences,NZ Permanent Resident,NZ European,Female,2,N,N,4.3,5.3,6.9,4.4,5.5,Y,2024,Course content felt outdated in places
1000001158,Education,NZ Citizen,Māori,Non-binary / Gender Diverse,1,N,N,5.9,6.8,4.7,5.1,5.5,Y,2024,Would appreciate more feedback on assessments
1000002057,Health Sciences,International,Unknown/Not Stated,Male,1,N,N,6.5,7.8,6.7,5.5,6.2,Y,2024,Lecturers were approachable and knowledgeable
1000006115,Science & Technology,NZ Citizen,NZ European,Male,3,N,N,6.6,7.1,9.6,3.8,7.2,Y,2024,English language support was invaluable
1000000435,Arts & Social Sciences,International,MELAA,Female,1,N,N,4.1,6.6,9.0,6.6,5.6,Y,2024,Campus facilities are excellent
1000000465,Arts & Social Sciences,NZ Citizen,Asian,Male,2,N,N,6.4,5.0,6.0,6.7,5.7,Y,2024,Workload felt unmanageable at times
1000000157,Education,International,Asian,Not Stated,4,N,N,6.5,5.1,6.6,6.7,5.6,Y,2024,Felt isolated during online delivery
1000004503,Science & Technology,International,MELAA,Male,4,Y,N,7.5,7.4,5.8,10.0,7.1,Y,2024,Administrative processes were confusing
1000002127,Business & Economics,NZ Citizen,Māori,Female,1,Y,N,7.7,4.5,8.2,4.2,5.1,Y,2024,Support services were very helpful
1000005663,Education,NZ Citizen,MELAA,Female,3,N,Y,10.0,8.4,6.5,9.3,8.5,Y,2024,Campus facilities are excellent
1000002753,Education,International,Asian,Male,4,N,Y,6.7,8.2,7.0,4.8,5.8,Y,2024,Cultural events helped me feel included
1000003540,Science & Technology,NZ Permanent Resident,Māori,Male,3,N,N,4.9,7.8,1.3,5.4,4.5,Y,2024,Great sense of community in my programme
1000002370,Education,NZ Citizen,NZ European,Female,2,Y,Y,8.5,6.7,6.7,7.7,6.6,Y,2024,Strong industry connections in my programme
1000000611,Arts & Social Sciences,NZ Citizen,NZ European,Male,2,Y,Y,7.2,7.8,7.7,9.9,7.1,Y,2024,Lecturers were approachable and knowledgeable
1000004556,Arts & Social Sciences,NZ Permanent Resident,Māori,Female,2,N,Y,7.7,7.1,6.2,7.8,7.9,Y,2024,Would benefit from more career guidance
1000005970,Arts & Social Sciences,NZ Citizen,NZ European,Male,3,N,N,7.3,7.2,5.6,2.9,6.0,Y,2024,Would appreciate more feedback on assessments
1000000683,Business & Economics,NZ Citizen,Unknown/Not Stated,Male,2,N,N,5.8,4.4,9.6,6.8,6.4,Y,2024,Scholarship support made a real difference
1000001650,Arts & Social Sciences,NZ Citizen,Māori,Female,2,N,N,6.4,6.0,7.9,7.3,6.3,Y,2024,English language support was invaluable
1000003784,Business & Economics,NZ Citizen,Unknown/Not Stated,Female,4,Y,Y,5.3,3.5,6.0,6.4,4.8,Y,2024,Support services were very helpful
1000003360,Arts & Social Sciences,International,Asian,Female,2,N,N,3.8,4.8,7.0,4.1,4.6,Y,2024,Cultural events helped me feel included
1000005639,Business & Economics,International,Asian,Female,4,N,N,8.4,6.5,5.3,7.2,6.7,Y,2024,Strong industry connections in my programme
1000001144,Education,NZ Permanent Resident,Other,Male,2,N,Y,7.8,8.6,6.7,7.8,7.3,Y,2024,Would appreciate more feedback on assessments
1000002414,Arts & Social Sciences,NZ Citizen,NZ European,Male,2,Y,Y,4.3,8.8,7.0,3.0,5.5,Y,2024,Administrative processes were confusing
1000005208,Foundation Studies,NZ Citizen,Asian,Male,1,N,Y,5.3,7.5,4.6,4.8,5.4,Y,2024,Workload felt unmanageable at times
1000004342,Business & Economics,NZ Citizen,NZ European,Male,2,N,Y,8.6,7.0,7.4,5.8,7.2,Y,2024,Strong industry connections in my programme
1000000346,Education,NZ Citizen,Unknown/Not Stated,Female,1,N,N,7.9,8.5,7.5,6.4,7.5,Y,2024,Strong industry connections in my programme
1000003855,Science & Technology,NZ Citizen,NZ European,Male,1,N,N,7.1,6.9,6.8,10.0,7.2,Y,2024,Strong industry connections in my programme
